text,y_true,wrong_LogReg,wrong_SVM,wrong_NB,wrong_RF,wrong_RoBERTa,wrong_DistilBERT,wrong_BERT
"Very few pictures, and the ones that are included aren't all that helpful. Highly disappointed. My review includes a break down of pics included, chapter titles, what additional information the recipes include, and summary of thoughts.  Let me elaborate on my thoughts..  I cook. I am not a great cook, but I have been cooking for long time- much more than a novice but not a consistent pro. I can throw things together and make them taste pretty good, or I can follow a recipe with same results. I am adventurous eater, so I can visualize a lot of recipes. I have a small selection of cookbooks, and of course we all have the internet.. so when I add a cookbook to my collection it has to be special, and it really should included many pics. So yes, I rate based on wanting pictures with my recipes. It is what makes me decide on going through the effort to make someones recipe- that I can see it and taste it in my mind through use of my eyes first. It also helps to know what something should look like. Helps me decide if the textures depicted in pictures are what I want at that time. I can not say enough how important, helpful, and saleable a recipe book WITH PICTURES is. If need be, if one didn't want a pic per page- then put a punch of thumbnail pics on a page with title of what it is. Or at least a representation of most recipes. But if there is a section with 20 recipes, and there is but one pic? One thing to be a book on how to cook, and how to perhaps cook the classics (whether meat or plant based)- but to have an assortment that has some unique traits to it.. how can anyone fully visualize it. So to not have and pics, or to have so few (and what is there is still not helpful). Show me what the heck Japchae is instead of the glob of coconut whipped cream that is included. Really? Pretty sure we can all visualize that.  Ok, so here are the PICTURES THAT ARE INCLUDED: --Nice cover photo- I'd eat that! is that recipe included? Could have specified what it is. After hunting through book, I deduced that it is called, ""Sweet Corn Butternut Squash Flatbread"" -Picture of spiralized carrots -Picture of a mix of spiralized stuff -Another pic of just raw spiralized stuff -One more pic of raw spiralized stuff -Sorry, yet another pics of raw, spiralized vegetables  CHAPTER pics- There are nine recipe chapter with several recipes in each chapter- easily 10-20 recipes per. Many lost opportunities to show us what these recipes look like. -Pic of ""Cinnamon & Sweet Potato Waffles"" at beginning of BREAKFAST chapter -Pic of ""Banh Mi Bowl"" at beginning of BOWLS chapter -Pic of ""Garlicky Sage Oven Fries"" (spiralized potatoes) at beginning of SNACKS & SIDES chapter -random Pic of spiralized sweet potato. -Pic of ""Sweet n' Spicy Beet Wraps"" at beginning of SANDWICHES & WRAPS chapter -Pic of ""Sweet n' Spicy Fruit Salad"" at beginning of SOUPS & SALADS chapter -Pic of ""Spicy Soft Tacos"" at beginning of MAINS chapter -Pic of ""Pumpkin Spiced Apple Parfait"" at beginning of DESSERTS chapter -Pic of ""Mango Harbanero Seltzer Water"" at beginning of DRINKS chapter. -Pic of ""Coconut Whipped Cream"" at beginning of STAPLES & SAUCES chapter  To further break down the book in case the lack of pics isn't an immediate deterrent:  Introduction Chapter 1, pg 1: Ribbons, Spirals & Shoestrings Chapter 2, pg 13: Breakfast Chapter 3, pg 35: Bowls Chapter 4, pg 55: Snacks and Sides Chapter 5, pg 69: Sandwiches and Wraps Chapter 6, pg 87: Soups and Salads Chapter 7, pg 105; Mains Chapter 8, pg 141: Desserts Chapter 9, pg 163: Drinks Chapter 10, pg171: Staples and Sauces ... finishes up with charts on Measurement Conversion, Resources, and Index  -Recipes include how servings, prep time, cook time  -Recipes include info stating such information such as Nut Free, Soy Free, Gluten Free, Under 20  -Recipes include info stating nutritional information such as calories, total fat, total carbs, fiber, sugar, protein, sodium  -Some recipes included Prep or Ingredient tips.  At first glance, I just sort of skimmed book and felt the desire to put it down. If I were in a book store, that is exactly what I would have done. It would have been a passing glance. No matter how good the recipes may be, I would pass over this book. Since I am reviewing it- I picked it back up and began reading the recipes. Trying to visualize them and taste them in my mind. There are a few that I am keen on trying. But many I will pass on.  The font for the letter ""T"" looks like an ""F"" at times, which gave me a giggle one one of the recipes looked like it reads ""lemon-mango fartlets"", or ""fangy cucumber salad""  If a redo is considered, I would include pics, organize the pay layout- pare it down to one page per recipe, clearer font, and perhaps a few more novel sounding (looking!) recipes. Give me something I can't already find super easy on an internet search.",0,False,False,True,False,True,False,False
"""Food, Family, and Tradition"" is part memoir, part cookbook, all love. It traces Lynn Kirsche Shapiro's family roots in Czechoslovakia and Hungary and the tragedy of the Holocaust, as well as family dishes that were preserved and handed down for future generations. The book began as Shapiro's way to complete two unfinished legacies: her mother's recipes and her father's autobiography, but along the way became so much more, chronicling the richness of Jewish life in Eastern Europe prior to the Holocaust and the role of faith and strong family traditions that allowed Holocaust survivors to rebuild their lives after the war. The preparations and meals carried an essential ingredient of remembrance that connected them to lost loved ones.  The first half of the book traces the author's family roots in Czechoslovakia (her father Sandor Kirsche) and Hungary (her mother Margit) through period photographs, biographies, a family tree of victims and survivors, and original vignettes about Jewish culture, kosher wine, holidays and traditions. Sandor opened Hungarian Kosher Foods (the largest kosher supermarket in the Midwest) in Chicago in 1973 and it still thrives today. More than just an all-kosher supermarket, it has also become a place for the Jewish community to gather and connect.  Part two features 150 family recipes from Czechoslovakia and Hungary divided into ten chapters ranging from appetizers and soups to entrees and desserts. All recipes are kosher and marked as parve, meat, or dairy, and Yiddish / Hungarian names are given when applicable. Each recipe is introduced by a family story or the dish's origins, and many contain helpful hints (identified by red dotted boxes). You'll find staples like matjes herring, borscht, and blintzes, but one thing that stood out from my many other Jewish and kosher cookbooks was the inclusion of Hungarian dishes like rakott krumpli, goulash, cabbage with noodles, and fruit soups. I found many new recipes like the sweet bread kugel and golden dumplings that I look forward to making on a regular basis.  I own many Jewish cookbooks and have read much on the Holocaust, but ""Food, Family and Tradition"" really resonated with me for several reasons. Many of the recipes evoked those of my Polish grandmother (stuffed cabbage, borscht, kasha, chrain), and my Polish great-grandparents were grocers in 1920s Chicago.  This is a beautiful cookbook that captures the spirit of prewar Czechoslovakia and Hungary's once-vibrant Jewish communities; their legacy lives on through these recipes that have been lovingly preserved and updated for modern kitchens.  (Review copy courtesy of Trina Kaye PR)",1,False,False,False,False,False,False,True
Seems cute for kids but doesn’t last long,0,False,False,False,False,True,False,False
"The ""Evernight"" novels ([[ASIN:0061284440 Evernight (Evernight, Book 1)]], [[ASIN:0061284467 Stargazer (Evernight)]], Hourglass and Afterlife) focus on seventeen-year-old Bianca, half-vampire, half-human who's in love with Lucas, a fearsome Black Cross vampire killer. In the third novel, Hourglass, the mysteries of Bianca's birth (two vampires can only have a child with the help of wraiths, or ghosts) are slowly and painfully unraveled as she and Lucas live life on the lam.  At the close of ""Stargazer,"" Evernight Academy was torched by the Black Cross, a powerful vampire hunting society that's existed for over a millennium. Now, Bianca and Lucas must take refuge in the place that endangers Bianca the most...right in the heart of the enemy. As Bianca fights to escape detection as a vampire, she begins to experience worsening dizzy spells. Cut off from her parents and her friends at Evernight, most notably Balthazar, Bianca is uncertain what to expect from her changing body. No one ever told her what happens to a half-vampire who refuses to make the transition...  ""Hourglass"" contains a winning blend of action and romance. Bianca's world is turned upside-down; former Evernight friends become enemies, and certain former enemies lend a hand. Bianca's relationship with Lucas finally heats up (tastefully). And the cliffhanger ending will leave fans on the edge of their seats until the fourth novel ""Afterlife"" comes out. Fans of [[ASIN:0316031844 The Twilight Saga Collection]] and [[ASIN:1423125959 Blue Bloods 3-Book Boxed Set]] will likely enjoy ""Hourglass.""",1,True,True,True,True,False,True,True
"I had hoped for a better book, this is not well written and the contents are not very much fun.  I'd give it a miss",0,False,False,False,False,True,False,False
Nice pictures. Good variety,1,False,False,False,False,False,False,False
pieces are so small. need to make your own pieces by copying template. can't use standard pre-bought tangram pieces.,0,False,False,False,False,True,False,False
"In the &quot;Sarah McLachlan Collection&quot; songbook (vocal/piano/guitar), there are illustrations drawn by Sarah, hand-penned lyrics and a centrefold of concert photos that makes this a feast for the eyes as well as the ears. &quot;Collection&quot; covers Sarah's first three studio albums: Touch (&quot;Vox,&quot; &quot;Ben's Song,&quot;), Solace (&quot;Drawn To The Rhythm,&quot; &quot;I Will Not Forget You,&quot; &quot;Lost,&quot;) and Fumbling Towards Ecstasy (the title of which was taken from Wilfred Owen's poem &quot;Dulce et Decorum est&quot; that features the line &quot;An ecstasy of fumbling&quot;) (&quot;Possession,&quot; &quot;Path of Thorns,&quot; &quot;Wait,&quot; &quot;Plenty,&quot; &quot;Good Enough,&quot; &quot;Fear,&quot; &quot;Circle,&quot; &quot;Ice,&quot; &quot;Ice Cream,&quot; &quot;Hold On,&quot; and &quot;Fumbling Towards Ecstasy&quot;). The arrangements are greatly simplified, especially &quot;Possession.&quot; It should be noted that this is *NOT* the piano version of &quot;Possession&quot; that was a hidden track on &quot;Fumbling Towards Ecstasy&quot; (and also featured on the &quot;Due South&quot; soundtrack). This transcription is from the album version, and it is very, very basic. You will want to add your own embellishments to make it workable. However, most of the songs closely resemble their album counterparts and are a joy to play. I love the shimmery buoyancy of &quot;Vox,&quot; the Loreena McKennitt-like musings of &quot;Drawn To the Rhythm,&quot; and the high-strung melancholy of &quot;Fumbling Towards Ecstasy.&quot; This is a wonderful addition to any fan's Sarah McLachlan collection. (Note: there is a section devoted to guitar tabs for all of you guitarists out there)",1,True,True,True,True,False,False,True
"Rick Rodgers has written *the* definitive guide to the elegant desserts and coffee drinks found in historic Austro-Hungarian cafes. The beautifully illustrated book features interior photographs of several landmark cafes in their Art Deco glory, along with mouthwatering close-ups of featured recipes such as Linzertorte, Sachertorte, strudel, and schnecken.  Recipes begin with basic doughs, such as Viennese Sweet Yeast Dough, sponge cake, and puff pastry, which form the basis for many later recipes. Various icings and glazes (fruit, chocolate, and sugar) are also included, as are flavored whip creams. The book is appropriately divided into simple cakes (apricot tart, farmer's cheesecake, coffee cakes, gugelhupf, pound cakes, plum squares), fancy cakes (linzertorte, sachertorte, various cream and chocolate tortes), strudels (sour cherry, grape, pear, farmer's cheese and raisin), sweet yeast breads (brioche braid, stollen, jam rolls and sweet rolls, dumplings, kolacky), cookies and doughnuts, pancakes and sweet omelets, and coffee beverages.  Rogers also includes a ""personal coffee house guide"" that offers a tour of some of the more famous (and memorable) cafes (given that several years have passed since the book's publication, hours may have changed). Several e-commerce websites are included, and an in-depth bibliography is included as well. The Index thankfully includes the recipe's German titles as well as the English, so if you're more familiar with the German recipe titles, looking them up is a breeze.  The yeast recipes in particular are superb, particularly the brioche braid, stollen, and the cream puffs, made in [[ASIN:B00004RFPL Nordic Ware Danish Ebelskiver Iron]].  The book's layout deserves a special mention as well. Grounded in Art Nouveau, the numerous page numbers and inserts make use of Alphonse Mucha's vine-and-flowers motif. Inserts feature stories behind famous recipes such as the Linzertorte and Sachertorte, or about the landmark cafes and their role in the Austro-Hungarian empire's history. It's beautiful to look at even in you never make a single recipe.",1,False,False,False,True,False,False,False
"Very disappointed in the writing of this calendar.  Definitely not Peanuts original..... being that I'm a fan, and this is not it.",0,False,False,False,False,True,False,False
"Samantha Seneviratne’s “The New Sugar and Spice” takes classic comfort bakes like cinnamon rolls, cookies, breads and cheesecake and reinvents them, using seductive hits of spice in creative and crowd-pleasing ways. In the introduction, the author points out that “the flood of sugar has diluted real flavor, muffled complexity, and concealed true richness,” so her goal was to create delicious, healthier desserts that use spices in a starring role in place of the overwhelming sweetness so prevalent in many desserts.  Chapters are divided by spices (sometimes with complementary pairings), including peppercorn and chile, cinnamon, nutmeg, clove and cardamom, ginger, and savory herbs and spices. Along the way, Samantha includes stories about her family’s roots and how her Sri Lankan heritage influenced her culinary style, along with fascinating historical insights and storage tips on the various featured spices.  Cinnamon, hazelnut and date buns, ricotta cheesecake with bourbon-raisin jam, orange and honey baklava, orange-clove pull-apart bread, and saffron currant braid were all recipes that instantly called my name. Several years ago, I became hooked on Scandinavian baking and now tend to use cardamom liberally in yeast rolls and sweet breads (even in my morning coffee), so naturally I was thrilled to see a whole chapter starring my favorite spice!  Measurements are given in both volume and weight (which I appreciate as I find weight measurements to be more reliable). Samantha’s guidance is spot-on; there are helpful hints both for new bakers as well as experienced ones to guarantee the best results, particularly for recipes involving yeast. Gorgeous photography by Erin Kunkel highlights various ingredients and finished bakes for maximum (mouth-watering!) impact.  In addition to familiar treats, you’ll find updated versions of international classics such as profiteroles, clafoutis and tarte tatin, Scandinavian bakes like saffron currant braids and cardamom-laced shortbread, Thai banana fritters, Indonesian kue lapis, Puerto Rican-inspired cazuela cookie bars that are perfect for fall, and other fragrant, delightful baked goods that spiced up my rather predictable baking repertoire. As an experienced home baker, I appreciated the challenge and loved the complexity that the various spices gave to my baked goods and will certainly be baking my way through “The New Sugar and Spice in the near future!  (I received my copy through Blogging for Books)",1,False,False,False,False,False,False,False
"It's an age old story of parents divorcing, this time set in Santa Monica, California. The twist is how relentless Miles is in his pursuit of answers: why did the marriage go down the tubes? What does his mother, Irene, see in Eli (her loser boyfriend), etc. His sidekick Hector chimes in with footnotes that add to the story.  I think I may be alone in this after reading so many rave reviews, but I came to the end and just didn't care for anyone or anything in the story. Maybe I wasn't in the right mindset. So I have set the book in my to be read again pile. Maybe in a decade or two I will have the great reward that so many other readers have had.  I did enjoy a author interview I found on Youtube that led me to order the book ""Mona Simpson, ""Casebook"" LA Review of Books"" from April 15th 2015.  The author's 6th novel (Anywhere But Here (1986) was her first).",0,False,False,False,False,True,False,False
"I personally did not care for the book, It wasn't what I expected, have read better bios.I wouldn't recommend it.",0,False,False,False,False,True,False,False
If you like black cats you'll like this,1,False,True,False,True,False,False,False
An excellent resource for anyone who wants to learn tapestry weaving from one of the premiere artists in America. She takes you through the basics and provides the road for you to find your creative path. Love this book!,1,False,False,False,False,False,False,False
"I ordered this book many years ago and reviewed it then. However, Vine tells me that I did not review it.  I am sure it was a perfectly acceptable YA book for teen girls, but to be honest, I cannot remember it.",1,True,True,True,True,False,True,True
Good instructions.,1,True,True,True,False,False,False,False
"It does not teach lessons, its a basic workbook that has more crosswords than anything. Waste of money",0,False,False,False,False,True,False,False
"First, it's SMALL.  Small pages, and not many of them.  Second, the ""song"" is very short and the pictures don't really give you any more than the words do.  I'll keep it, for a while at least, because it's kind of cute, but if I'd found it in a bookstore and had my hands on it I wouldn't have bought it.",0,False,False,False,False,True,False,False
"The author is a very good designer. I hate to give this book one star.  The problem is, he doesn't use readily available jump rings or mandrel pliers.  There seems to be only one source for the jump rings and pliers.  There is no excuse for this.  This is not the way to write a chain maille book!  I do not recommend!",0,False,False,False,False,True,False,False
"I was greatly disappointed in this book. The author readily admits she is a ""strong"" Extrovert. No kidding! Under the heading ""My Background,"" the author says, ""I confess. I am a strong Extrovert."" [Preface, p.x] Therein lies the problem. This book should have been turned over to an Introvert to write or else the author should have, at a bare minimum, collaborated with an Introvert author. Pick up any book written for an Introvert audience by a bona fide Introvert author and you'll find a completely different tone to the book with an abundance of  substance and depth. Not so for this book. I found myself recoiling about half way through the book and completely deflated in energy. Like another 2-star reviewer, I didn't finish reading it, which is rare for me also. This book is going in my recycle pile. Maybe somebody else can benefit from the material to good effect, but for true Introverts, don't waste your time. Look elsewhere for a success in business book written by an Introvert.",0,False,False,False,False,True,False,False
"First of all, I read this without realizing it was the second in a series. However, with that being said, the book did a pretty good job of filling in the blanks when needed. The book started out as an easy read. It's kind of a mean girls book and I quickly grew tired of their mean girl pranks. I have never been crazy about that story line and found it difficult to read after that. My sixteen year old daughter read it to and she enjoyed it, though she felt it was geared toward a slightly younger audience. It has some good descriptions and interesting characters. Overall, I would recommend it as a fun teen read with the preface that it is a mean girls story for those who may not like that.",1,False,True,False,True,False,False,False
"As an amateur scholar of Yiddishkeit, my readings have included several novels and biographies set in the Warsaw Ghetto, so I was familiar with the horrific overcrowding and dehumanizing conditions that Warsaw's Jews were subjected to before the Ghetto was razed in 1943 and the remaining survivors were sent to concentration camps. Many of my maternal relatives immigrated from Poland in the early 1900s, and were fortunate to have escaped living through the wars. For the millions trapped in Poland, life turned into a living hell for Jews and Gentiles alike under the Nazi occupation of Warsaw.  In Diane Ackerman's The Zookeeper's Wife, she chronicles the real-life heroism of Antonina and Jan Zabinsk, the zookeepers in charge of the once-prestigious Warsaw Zoo that was heavily damaged in the initial bombing in 1939, who turned to rescuing hundreds of Jews and Polish Underground families attempting to flee for safety.  Antonina has a rare gift, a deep empathy with humans and animals alike that allows her to sense deeply what they are thinking and instinctively understand how to calm them (which saves her life more than once when facing Nazis). Jan was also an active member in the Underground, using his official documents as a pass to smuggle Jews out of the Ghetto, as well as perform acts of sabotage against the Nazis. They face the unknown in their different ways, Antonina attempting to fill the villa with activity, music, and the few animals that she brings indoors (many of the larger zoo animals were killed in bombings, slaughtered by Nazis for sport, or transported to German zoos).  Ackerman's prose hauntingly captures the destruction inflicted by the Nazi bombings, the daily humiliations and indignities that war inflicts on civilian populations, particularly on those trapped in the Warsaw Ghetto. At times, the novel is nearly bogged down by the overenthusiastic descriptions, such as a segment on beetles that goes on for several pages, but these scenic detours serve to illuminate the thinking behind several pivotal characters.  There are certainly important concepts glossed over, such as the Hasidic viewpoint of the Shoah, and at times the quotes taken from Antonina's diary and other documents blur between fiction and recounting based on the sparse endnotes, but the Zookeeper's Wife is a glowing testament to the courage of two unconventional Poles whose bravery saved over 300 lives during one of the darkest periods in modern history.",1,True,True,True,False,False,True,True
"This is a book about a girl named Kit.  Kit wasn't a particularly engaging character.  I didn't feel any of the characters in this book were well developed.  Kit quit high school, then moves to New York City to follow her acting dreams.  Only she gets sucked in by Nate, her ex-boyfriend's father that is linked to the Mob.  She soon learns everything comes with a price.  I thought this book was definitely not appropriate for young adults on so many levels.  It was hard enough for me to read as an adult.  I am in my early 40's and I didn't even get some of the period references in this book. I also didn't think the story line was appropriate for young adults.  I wouldn't allow my teenage daughter to read it.  I struggled with all the chapters that were reflections in time.  It made the story jump all over.  Maybe if those chapters helped to develop the characters a little better, I might feel differently.  However, I just felt like they were fluff.  I just wanted to the story to move forward and it felt like it dragged on too long without deep character development for any of the characters.  I wouldn't waste my time reading this book or recommending anyone read this book.",0,False,False,False,False,True,False,False
Too complicated for me.,0,False,False,False,False,True,False,False
The book turns dark once more deeply into it. There are enough disturbed individuals in the world. Reading for me is an escape from the malice and crime reported each day. The beginning leads the reader into a romance novel only to turn dark and frightening toward the end. A dud for me.,0,False,False,False,False,True,False,False
Directions are very hard to follow. I finally gave up on the one I wanted to make - impossible to follow!,0,False,False,False,False,True,False,False
"Well after some issues with one of the earlier books in this series,I am so glad that I kept going with these ... I feel that the main character,Jill is getting more out of her life now,even if she has the hots for 3 sexy men and nothing is getting serious with any of them........yet.Winky is hilarious as ever.The cliffhinger at the end makes me gasp and makes me want to get right to reading the next book..stick  it out with this series,you will be happy you did.!!!",1,True,True,True,True,False,False,False
"I purchased these pic books to share with my nieces and nephew some of their baby pics.  I will add them to their &#34;santa bags&#34; this Christmas.  The books are nice, tooled look. The flap is magnetic. Holds 48 4x6 pics as advertised.  I personalized each with a note on the inside cover.  I thought it was novel in this age of facebook and instagram.  We'll see what they think!",1,False,False,False,False,False,False,False
"I was expecting to like this book much more than I did. There was some practical stuff in the book, but not as much as I would have hoped. This book presents the husband as the authority in the house. In all areas. At all time. Kitchen needs to be remodeled? Husband decides how. Kids need new homeschool curriculum? Ask Dad what he want them to learn. It isn't presented as keeping the husband involved in the goings on of the family or weighing his opinions with yours, it always comes across as you ask him what he wants and then you make it happen. I don't view my role of wife and mother in that way. That is not what submission says to me. That sounds an awful more like slavery than submission. (All the responsibility with zero authority.) It was very hard for me to get passed this aspect of the book. Even when I tried to overlook it, I'd come across her advice that was really more of a personal preference than actual wisdom. She prefers jumpers. (As in those overall type dresses that were popular in the early 90s.) I can get just as much mothering done in my jeans and t-shirt, thank you very much. That is a personal preference. There is nothing holy or even helpful about jumpers. There was plenty of this type of thing sprinkled throughout the book. I was also a bit surprised that the publishers chose the textbook style of printing. It just didn't seem to be a textbook style book of any kind, so the choice of printing was strange to me.  Overall, I don't recommend the book. Want something better and along the same lines? Try [[ASIN:1592767923 Smart Martha's Catholic Guide for Busy Moms]] or [[ASIN:B006ZEUAW8 Mrs. Meyer's Clean Home: No-Nonsense Advice That Will Inspire You to Clean Like the Dickens]].",0,False,False,False,False,True,True,False
"I really, really wanted to like this book. It just went on and on and on with very little plot progression or connection to the narrator. At one point I thought it may be best if the whole ship just went down. The impression is that the book should have been half as long. The writing is pretty good...it just drags along.",0,False,False,False,False,True,True,False
"I love this book as well as Emily Henry’s others! Easy, catchy read. Like a rom-com in book form!",1,False,False,False,False,False,False,False
I bought this recently and have tried several times to sit down and read it and just cannot get through more than a few pages of it here and there. The book rambles and is not at all enjoyable to read; I found it tiresome and boring. The recipes in the back are probably the only reason I'll keep the book. I know Charlie Papazian is revered in the homebrewing world so I really WANT to like this book. I'd have a look at the book in your local bookstore and judge for yourself before buying.,0,False,False,False,False,True,False,False
Love this book. Great topics. Nice read.,1,False,False,False,False,False,False,False
I’m a little ‘mehhh’ on this item!! Time will tell . . .,0,True,False,True,False,True,False,False
"This is one of the best books in the ""Dummies"" series.  Unlike many of them, it is beautifully illustrated and colorful.  It gives wonderful descriptions of Apps the are appropriate for young children.  I was hoping to find apps that were suited to older tweens and teens, but this book is really for young children and early elementary age kids.  However, if this is the age group you are searching for. I recommend this book highly.",1,False,False,False,False,False,False,False
"Sadly, an awful 2022 copy with unreadable pictures and faded blurry text on many pages. Looks like a bad photocopy of a photocopy, and made on ‘newspaper’ quality pages. Made by publishing place quoted quite strangely - see the last photo. I placed the order on Jul 17, and received Jul 25th, 2022 while it was just printer on Jul12th according to the last page of it.  Returning. I will look for a used original from a reputable publisher, as the content appear quite interesting just this copy is not really readable.",0,False,False,False,False,True,False,False
This book arrived very quickly and in great condition.  It was new and the kids are excited to get going on these books this summer.,1,True,True,False,False,False,False,False
"I am puzzled by the good reviews of this book.  There really was not much of a story there.  Every minor plot, in my mind was left hanging and incomplete.  I can't say more without giving it all away but none of it made sense in the end.  I gave it two stars because it was an interesting read but without much substance.",0,False,False,False,False,True,False,False
"I really liked ""The Historian"" and approached this book with enthusiasm, to be deeply disappointed.  The story is lackluster and essentially pointless, and worst of all the 3 supposedly different voices that tell what passes for a story are completey indistinguishable. It's a trivial, insignificant project best suited as a stand-in for Ambien (unless, of course, you're a painter, in which case PERHAPS the endless navel-gazing about painterly suffering might possibly be of interest to you). If you HAVE to read it, borrow it from the library, don't waste money buying the thing.  It's just not worth it.",0,False,False,False,False,True,False,False
"I previously reviewed Dahlia Abraham-Klein’s [[ASIN:0804843376 Silk Road Vegetarian: Vegan, Vegetarian and Gluten Free Recipes for the Mindful Cook [Vegetarian Cookbook, 101 Recipes]]] for Amazon, and loved the blend of Middle Eastern and Central Asian flavors; low-fat and full of flavor, there are also many gluten-free and dairy-free recipes (including baked goods). In her latest book Spiritual Kneading, Dahlia combines meditation and reflection with the traditionally feminine task of making, blessing, and baking the challah, a bread with deep spiritual and cultural meaning central to Jewish life.  Spiritual Kneading uses the medium of meditation while kneading and working the dough to reflect on various passages and themes for each Jewish month. Beginning with an introduction to the feminine dimension of Rosh Chodesh and challah, there is a fascinating look at the origins of separating challah in midrashic verse. There are instructions how to form a Rosh Chodesh Challah Baking Group (“Spiritual Kneaders”), with a curriculum for each month of study and a helpful planner including an outline, equipment, and calendar. Further reading suggestions are also included to extend the use of the book beyond the first year. Numerous prayers in Hebrew (some transliterated) and English are included. Each month’s syllabus contains a specific challah recipe and shape that mirrors that month’s theme. Each recipe includes an introduction to the challah theme during the yeast activation, meditation during kneading, and a discussion during the rising, as well as reflective questions.  Although I’ve been baking challah for years, I learned so many fascinating historical facts, customs and the use of challah across the centuries through Spiritual Kneading; baking challah is truly forging a connection across time. The significance of each ingredient took on new meaning as I continued to read and bake. I also love that Dahlia recommends using organic, fair-trade ingredients when baking; this is something I try to practice every day.  Beginning with Tishrei, the first month of the year, there is a traditional spiral challah with apple and silan (date syrup, the original “honey” mentioned in the Torah/Bible). Rosh Hashanah traditionally has us dip apples in honey for a sweet year, and spiral challahs are traditional as well, representing positive changes in the new year (others believe it represents a crown. Other loaves include a (dairy) braided cheese loaf for Kislev (there is also a pareve option), Seven Species pomegranate-shaped challah for Shvat, boiled egg in challah (chubzeh di Purim) for Adar Alef, a gorgeous rose-shaped challah with raisins and rosewater for Adar Bet, and a crown-shaped challah with olive oil and za’atar for Elul. The basic dough recipe for each is the same, and is scaled to make 8-10 medium loaves (as I am baking for a small household, I scaled each recipe to 1/4, which yields two medium loaves).  I’ve been baking challah for years, but was intrigued by the book’s premise of merging meditation (which I practice frequently) with bread baking; I had always found the rhythm of kneading to be soothing, and it lends itself well as a time for reflection. I made the rose-shaped challah with raisins and rosewater using the crown-shaped braiding instructions, and I can say without a doubt that this is truly the most beautiful loaf of challah I’ve ever made. I used premium yeast from my friends at Red Star Yeast, who were kind enough to send samples, as well as imported Lebanese rosewater from Maureen Abood’s online market.  The basic dough recipe is a water challah (no eggs or butter) with a little olive oil added: Basic dough recipe: 4 tablespoons active dry yeast 4 ½ cups (1.1L) warm water ¾ cup (150g) organic sugar plus 2 tablespoons organic sugar 5 pounds (2.25 kg) organic white flour 1 ½ tablespoons sea salt 1 cup (230 ml) neutral-tasting oil (some recipes call for olive oil)  This dough is more common with Sephardic Jews rather than the perhaps more familiar “eggy” challah baked by Ashkenazi Jews from Eastern Europe; Sephardic Jews believe that adding eggs to the dough renders the challah more like cake, and thus ineligible for the Hamotzi blessing.  The basic dough recipe very easy to work with and produces a light, fluffy, sweet challah (the base recipe calls for added sugar) that invites add-ins. As I primarily cook in metric, I appreciated that metric weights were included for portions of each recipe. The instructions were very clear and easy to follow (and the step-by-step photos were a lifesafer, especially for my first attempt at braiding a four-strand crown loaf!).  The cooking times were also very accurate; the recipe mentioned 30-35 minutes, and mine took 30 exactly (my old oven tended to run hot, so breads baked faster / more unevenly).  I love that the author also includes a challah recipe using fresh yeast; one of my earliest memories in the kitchen is of my Polish grandmother baking bread with fresh yeast, and it’s a tradition I’ve tried to uphold (I generally purchase fresh yeast from bakeries as the Fleishman brand once found in the grocery store seems to be a relic of the past due to its rapid spoilage). Recipes for spelt, whole wheat, and a gluten-free oat challah (which requires shaping in a silicone mold as it is not braidable) are also included. Other shapes and braids (single strand, two-strand, four-strand, six-strand) are also included, with super-helpful step-by-step photos for the braiding.  Not only are the bread recipes delicious, creative, and reliable, but I really connected with Dahlia’s choice of reflections for each bread. Many stories from the Torah are brought to life with details I’d never noticed before, and the choice of readings and reflective questions really bring a deeper spirituality to making challah. I look forward to baking my way through the rest of the book over the coming year! Anyone interested in bread baking  should add this title to your collection; the step-by-step photos and helpful text demystify yeast baking for all audiences.  (This review originally published on Bundt Lust April 13, 2016)",1,False,False,False,True,False,False,False
"The print of the grid is not centered on the page because of the thick binding. Book does not lay flat and so it is impossible to draw on unless the pages are cut out, and this must be done very carefully because of the thick binding. It’s next to useless.",0,False,False,False,False,True,False,False
"Sometimes you have to make something very quickly for a gift, but you don't want it to look like it isn't special.  This book really fit the need for me and I will definitely use it over and over.",1,False,False,False,False,False,False,False
"I have been waiting on this for weeks.  This was my favorite show as a kid and I even dressed up like Sophia for Halloween one year. I also have several kits like this from the same designer.  Every other kit contains a separate book, yarn,  notions,  and a hook within a large box.  This is what I was expecting.  I am so disappointed that I am literally crying.  First off, the yarn is crap, but that's not a huge deal because I bought this mainly for the book.  However,  the stupid box is attached to the book!  It's not stuck to the back with annoying glue boogers ; it's smack dab in the middle of this big hardback book.  It's the stupidest thing I have ever seen.  To make matters worse,  the box is damaged and opened.  The yarn is incomplete and this book will be garbage soon because there is an empty flimsy box in the middle.  I hate this and I want a refund!",0,False,False,False,False,True,False,False
"I was a little unsure of what to expect due to a couple of slightly negative reviews so was very happily surprised that this book is exactly what I was looking and hoping for!  Lots of variety with regards to both style and price point. Tons of clear b&w and color photographs, including a number of vintage ads. There is also a useful ""Bottle Tips"" section at the back. My book also came with an insert detailing estimated values (my copy of this book was published in 1990 so the values are sure to be outdated - not an issue for me as values are rarely static and I prefer to do my own research in this area anyway).  Many thanks to the author for all her hard work in compiling so many lovely examples, to the photographers for capturing lovely clear photos, and the publisher for producing such a wonderfully useful guide!",1,False,False,False,False,False,False,False
