text,label,rating
Great little lightweight mouse,1,5.0
It doesn't work. I actually lost 30 Chanel's and the ones it does recognize are pixilated.,0,1.0
Died after a month. Mfg is replacing but who wants a dud? Bad purchase.,0,1.0
"This light clips to the phone easily and gives light for selfies in dark areas.  If you're looking for a light for your phone, this one works well.  It's very easy to use and lights up enough without blinding me.",1,4.0
I purchased this before and the bottom did not fit.  It wasn't a huge deal as the top fit and thats what I really was interested in protecting.  I figured I just got a bad one.  I ordered this again in green and the bottom didn't snap on just like the first one I got.  Apparently its not a case of getting a defective one but rather they are not designed to fit.  If you get this product for your MacBook Air know that you will only be able to protect the top of your computer.,0,1.0
"I ordered this bag twice,  as advertised as a small.  NONE of these bags are small.  They are a Timbuk2 medium.",0,1.0
"If you have cords, you need these.  In fact, I will be purchasing more.  Easy to use ( I thought it might be a bit tricky)... so much better blend into the wall than a stark, black cord.  I only ordered one pack of the longer set... I recommend purchasing one of the shorter and 2 of the longer set (only 2 per pack of the longer set), depending on how many cords you have to hide. I chose the ivory color which is a bit yellow.. but that worked for my walls. They are sort of a foamy feel... cushioning the cords and lots of stretch for quite a few cords in one sleeve.  LOVE these. End the tangled, knotted mess.  I will, of course, update my review should new info be useful.  Further, I do NOT receive compensation of ANY kind for my reviews.",1,5.0
"Lorex LW2702 7-Inch LCD Quad Digital Wireless Surveillance System.  Bought this surveillance system a week ago for $299.99. Installed it and it wasn't recording or picking up movement all the time, and it is not in color, more like black and white, the screensaver is in color. A couple of days later it rained (installed it on our garage) and both cameras quick working right, one filled up with water and the other the alarm kept going off with nothing in sight. called Lorex and all they said was, we should have had it under cover, which is not mentioned in instructions. These are the rudest customer service people ever, don't expect help from them. We were told to pay to ship it back and if they didn't think it was our fault. they would then decide to replace it. Lorex needs to get their customer service back in the US. If anyone asks I would NOT recommend buying anything from this company.",0,1.0
Started to oy work every once in awhile. I would have to unplug the cord and try to arrange it just right for it to work.,0,1.0
The product restarts itself multiple times until it dies. The charger did not work . The seller never sent another charger. I wish Samsung did produce this size of tablets so I could buy it new.,0,1.0
"Bought this to blast xmas music on our golf cart for the annual golf cart parade and it worked perfectly!  SUPER great speakers... GREAT volume and clear sound.  Honestly, was surprised because it's battery driven.  Compact... I'm gonna eyeball about 9 or 10 inches across about 6 or 7 inches tall.  We played CDs but it also plays cassettes if you still have some of those.  Only thing I wish is that it had a remote control - it would be a 10 star then.",1,5.0
"I have Echo's all throughout my house.  But, as a writer, I quickly learned that recently, distraction has now become the norm with Echo Show. Pop-Up Ads show up every 5-10 seconds, disrupting my photo collection and my train of thought. And then to integrate Avatar items into responses is annoying as can be! No, I don't want to play all those games you are showing continuously. I've contacted Amazon and was told that they are paid ads and I cannot remove them or refuse them. Does it show your choice of photos all the time? No, more often than not, I get a Blue screen. So, I am no longer a fan because you see, I also have Google Nest in my home, and truth be told, they show my photo collection much sharper, the sound is better when playing music and I have found, much smarter when in need of information, and the best part... NO ADS! NO INTERRUPTIONS! NO TRYING TO SELL YOU ANYTHING. So you make your own choices, but Google also has a sense of humor. I am done with Echo Show. Warning here: Don't complain to them about the ads because they'll only send you more and faster. See Jeopardy photos. UPDATE 12/05/22: I had my music playing on ALL Echoes, including the ECHO SHOW 10, in a loop play, when everything stopped in mid-song, to show the Jeopardy ad!!!!  Seriously?! Damn Echo Show 10 and 8, are going back while the returns are available. With my refunds, I'm buying the new larger Google Nest with NO ADS. Furious!!! This is nothing more than pure Corporate greed!!! I respected you Amazon, no more... You don't deserve respect when you go cheap and tawdry!",0,2.0
"I have gotten in the habit of checking the low-star reviews of items and because Amazon makes this product for use with their own Kindle DX device, I (lazily) did not bother. I foolishly assumed it would work just fine. So ...while I was waiting for my order to be delivered, curiosity got the best of me, and I checked out the 1 & 2-star reviews. *Whoops.* Turns out that this cover, which hooks directly into the Kindle DX on the left side with little metal hooks, puts a lot of strain on the front plastic shell of the Kindle DX, especially if you mistakenly open it up from the wrong side, which I am sure everyone does from time to time. Lots of users have reported the stress caused by the way this cover connects to the Kindle DX actually causing the Kindle DX shell to crack. No thank you. Not even willing to risk it. Returned, unopened. Bought another case.  (*Note/alternative suggestion: if you are lucky you might still be able to get one of the few remaining Otterbox Commuter cases for it here on Amazon. Otterbox no longer makes them, but if you hunt, you can find them around in small quantities. I got one for $12 + $5 shipping.)",0,1.0
Eh you get what you pay for,0,1.0
Not sure why this company changed their battery. I used to rave about this product to anyone interested.. No More! You might as well buy a cheaper one. My old Zagg used to go Months without having to recharge. .  Now I have to charge it daily.  I even have the back lights turned off.  And if you don't turn the keyboard off while you are charging it doesn't charge well. Plus the charging cord does not really seat well so it falls out easily. REALLY DISAPPOINTED! Hate it when companies cheap out!,0,1.0
I got this to check my trichomes on my plants. It works really well but it is hard to stay still enough to get a good look. Takes a bit of time and placement to get it there. Image is amazing on my phone and was really easy to setup.,1,5.0
"This comes with 3 Long 10 in. Charging cords, in 3 different colors. It is made well. We have plugs all over but the length makes these cords very handy. I took one to the Drs with me, having to wait 3 hours it was now easy to find a handy Place to plug this in to charge it, and use my phone.  These plug-ins are bit different. The plug-in fits in the phones sideways which does not Bend at the end of the cord while using my iPhone, and the cord lasts longer. I like this allot. We are a family of different iPhones.  My son has a 8 plus and with his cover on this will Not fit in unless he pulls the cover down. On the other 4 these cords work fine with the covers.  The cords are still a 5 5tar and great value.",1,5.0
Great product,1,5.0
Works great but this is the 2nd one I purchased in 3years.  Very upset.  Should last longer.,0,2.0
I like it really well for reading and playing games. It is alright for getting your e-mails if your away from your computer. However being older i still wish they had a user guide on  paper to help  those of us not real familar with all this new equipment. I would buy it again and think it is really great for waiting rooms etc.,1,5.0
Works Great and easy to use .,1,5.0
"If you are looking for an inexpensive adapter for American to European these may work for you.  They will not work if your American plug has one ""fat"" prong and one thin one (for polarity).  If your American plugs have two thin prongs then it will work.  Also, I put one of these in the standard European 3 plug strip and it got stuck.  They work ok when plugging straight into the wall, but aren't well suited for the plug strips.  I no longer use these and have transitioned to the more expensive grounded adapters (~$5ea) [[...]] that work for all types of American plugs (2 and 3 prongs, as well as the 2 prongs with one thick one).",0,2.0
"Looked cheap and didn’t fit well, had to return.",0,1.0
"The drive is dead and makes me believe is it under warranty but how do you contact these people? I tried their website and their ""store"" here on amazon. NOTHING The drive has failed and I would like it replaced!",0,1.0
"since I'm already a prime member, and I'm willing to pay a little fee every month for Netflix as well, we're hardly watching any network television but also aren't paying ridiculous fees for 101 channels we never watch.  more than enough good and intelligent and fun content to keep me well occupied on those long winter evenings.",1,5.0
"This is an update of this Acer Iconia Tab W500-BZ467 tablet, which seemed promising at first, but after nearly three months of use, we're singing a different tune and lowering the rating from ""I like it"" to ""Don't like it"".  I chose it for a friend who needed it for her medical practice. Now that patient records need to be digitized, she hoped to use this less expensive tablet alternately with the Asus Eee Slate EP 121-1A010 to keep track of all her business's management needs, which include patient vitals, records, and billing. In the doctor's own words:  ""I log into Athena, which is our electronic medical record and practice management, and then all the info regarding a patient gets put in. So, the girls will use the tablet to populate BP, pulse, etc, past medical history, chief complaint, etc. Some of it is clicking onto specific fields and it will auto-populate with a touch. I think the ASUS Eee Slate is the perfect size screen by the way. I really like that one. The Acer is good but, screen is small so it's difficult to maneuver over fields.""  The doctor purchased the recommended digital pen for the Acer, but it didn't provide the accuracy or manueverability that the ASUS has.  It was also impossible to get the Acer to interface with her printer.  The Asus has the added advantage of a wireless Bluetooth keyboard and a digital pen, which I believe can be an asset for anything that requires a signature, e.g. a prescription or an MS Office Word business letter. It can also interface with the recommended HP wireless printer.  The Asus also comes with a mediocre MS Office program that can be upgraded for a better version.  My initial favorites were the Apple iPad2 or a Toshiba tablet. However, neither of them comes with a Windows operating system (OS), which the folks at Athena.com, the doctor's business out sourcers, had recommended. Toshiba uses Google's Android and Apple uses its own system. While you can change Toshiba's OS to a Windows OS, I wouldn't recommend it if you're not technically savvy.",0,2.0
"Put these on top of a 20' building, didn't see that much range difference.  Maybe 100' or so, but would not reach out to 300' for sure.  Not work the money.  Software instructions are not that clear, require passwords, email password reset doesn't work.  Real Sorry I bought these.  Requires a machine to stay on to run the Omada software, if you reboot your machine,  then the network no longer appears to work.  I think I am going to go with an Ethernet over Powerline type of adapter rather than trying to extend the signals through the airwaves.",0,1.0
Doesn't  pair with any device.,0,1.0
"No dislikes, only gratitude and excellent instructions of use.",1,5.0
"Loved the color so I bought it. I thought by the picture the stand would work great. Trying to get it to stand up nearly impossible. Always falls flat. Price good since it's leather, but that's about it.",0,2.0
Bought this for my husband's  birthday 3 months ago. We just now got it out (July) yo go to my daughter  who lives  in Minnesota and it's  very inaccurate. It tells you to turn several exits before you need to.,0,1.0
"Case is well made , maybe Too well made because when I tried to remove my iPad it almost would not come out . I was seriously afraid it would break . It did cause some scratching though. The one I got didn't stay shut . I think something was wrong with the magnet on clasp.",0,2.0
After a few months of use the contact pins failed and would no longer charge. Could have damaged device. Good idea but too poorly made and designed to use safety.,0,1.0
"Bought this as a replacement for another USB-C to HDMI dongle (Choetech) that worked but fell apart on me, but found that the Startech CPDP2HD4K60W just does not work reliably with my MacBook Pro 2016.  The only way I could get it to work is to plug it in, and reboot the box.  That seems to work most of the time.  But if I just plug the display into the dongle, dongle into the Mac, if mostly fails, the dongle/display are detected, but remain black (nothing sent to the display).  Mostly running 1080P displays, tried on different displays/monitors.  Too bad, as normally StartTech equipment is pretty good.",0,1.0
Purchased for my wife's computer... Big Disney fall. So far so good. It went on easy and sticks very well even as she drags her MBP to work and back.,1,5.0
This bag is too big for most external DVD  units. There is no zipper or velcro to keep flap from opening so your drive can fall out when transporting. There are other brands available on Amazon with zipper enclosures for the same price that fit better.,0,2.0
"My 19 year old daughter got an earlier model of the Instax when she was in high school. I'm guessing it was at least 4 years ago. All of her friends have one. It's pretty popular among teen girls. My daughter is in high school now and still likes using her Instax camera. She likes to decorate her room with the little pictures. She'll hang them on clothesline type display with mini clothespins. I thought she would like an updated model of it. She immediately noticed the addition of the selfie-mirror! She was quite pleased with that. I used it to take recent pictures of the cats for her dorm room. I have used one in the past, but it was always a matter of it being handed to me all ready to go.  I was able to figure out and operate it without any trouble, which if you knew me, that would mean a lot! We didn't really notice any difference in the picture quality. It may be something that she notices after more use. She likes this one enough that she's  planning on giving her older Instax to her 12 year old cousin.",1,4.0
It was smaller than my old one. It works Great in spite of that.,1,5.0
This is a beautiful item.  I get lots of compliments.  It's functional and everything I wanted.,1,5.0
"More than I ever expected it keeps track of me there is too much to love, it would take pages to write a review. I never had a watch it is almost like magic with my phone. Especially it contacts  911 and your family better in an emergency than any product on the market. Unbelievable great product.",1,5.0
"I hardly even got to break these in before they were trash.  I haven't had much of a chance to use them since I'm usually in work environments where good quality headphones will only get broken within a matter of weeks.  I had purchased these for home use.  I normally use a bluetooth headset so these sat on the shelf for a while only to be used for the special occasion.  The sound was really nice and although the ear bud placement can be tricky to get it in the perfect spot, they really lacked bass.  I was hoping this would change once I got a chance to break them in.  Plugged them in a couple days ago and the left one is completely out.  I tried multiple jacks so its definitely the headphones.  Do not buy if you want quality headphones.  Save yourself the headache.",0,1.0
Loved it while it worked. When it was only nine months old I moved it from under my desk to the top has never worked again. Quite angry. Of course not covered by warranty.,0,1.0
Product was as it was described. Didn’t come with earbuds like a brand new iPad though,1,5.0
"This is the second case I bought.  While it is a good deal lighter than the competition, it renders the side buttons of the tablet nearly useless.  Most of the time I have to take the case off to get the tablet to work.",0,2.0
"Great when you have to charge a bunch of stuff... which is not exactly why I purchased it, but discovered it wouldn't work for that (a user problem)... so then it became a spare charging station which is fine.  Of course you will need the USB cord for charging. It's about the length and width of shorter surge protector... I always update my reviews should new info prove useful.",1,5.0
Unit has zero run time after just 16 months.,0,1.0
Doesn’t work on Samsung phone. Had to return it did not work as detailed.,0,1.0
This device completely came apart when I removed it from the usb port.  Connectivity was bad and kept cutting in and out.  Now I am looking for a new one. Cheap.  I hope there is a better one out there.,0,2.0
"What a great idea!  My Nook has a micro port, and I had to get my glasses to see which way the connector went in.  Now I don’t even have to look.",1,5.0
"These speakers provide decent sound, and the fact that they can be connected to my computer with an optical cable made setup very easy.",1,5.0
claims 8 hour battery I go on a 4 hour bike ride it dies 3 hours in consistantly I wish companies would stand behind the product and give real world claims not happy with this speaker flops around on the handlebars does not stay in place and only 3 hours of music not good it claims 8 hours thanks for lieing Tribit last product i ever buy from your brand it's a good speaker for 3 hours which is nothing,0,2.0
"I wondered why would I need a cover for this remote? Then I realized, I have 4 remotes out and my fire remote stands out so I know exactly which one to grab! Very easy to put on as well.",1,5.0
These work pretty good. All but one cord I had no issues with. The cord I had the issue with would only charge plugged in one direction and I tried it on a few devices same thing. Also tried cleaning it. Other than that they all work fine. Plenty of backups is good.,1,4.0
"Unfortunately the wireless network drivers for this laptop did not work out do the box. I'd be able to connect to router only for it to crash a few seconds later, rebooted over and over with the same thing happening. There is no eithernet plugin for this laptop as it is very thin. I think they still could of added one but maybe they were trying to cut cost and weight. I have a USB to eithernet so I was able to use that and the serial number on the back to access the latest wireless drivers on the dell site. After updating and rebooting I had no more issues with the wireless network card. If you don't have a USB to eithernet adapter you'll need a USB flash drive and another computer to get the updated drivers to this system.  After the hour of troubleshooting and fixing the issue I was able to finally test the system. I had no issues installing all my core software apps MS office, Adobe PS CS5, Adobe Acrobate, and other misc apps. Hard drive seems to be a bit small but everything has gone cloud these days so I don't really see a need for a larger hard drive. Graphics are quite good. As good if not better than my work laptops that cost much more. Touch screen is accurate but I really don't think I could ever use this as a tablet as I'm not very impressed with MS OS for tablet use. Over all a solid 4 start laptop (5 if I hadn't had the wireless NIC issues) if you can find for $450. Currently selling for $499. And I think that is just a bit hig. A very nice light option that will work nicely for most laptop users.",1,4.0
Item was not what I asked for and deid not get satisfaction from seller.,0,1.0
Work great. Do not have to be pointed directly at the receiver to work,1,5.0
"I have never bought anything, or knew about “Mr. Beams” before, and I wish I knew about these lights before. There easy to install, and they do Work great.  I have 3 boxes of Security Spotlights sitting (from Lowes) in my garage for over 6 months that have to be electrically installed! Which means I have to call a electrician, as my husband is Not handy. I’m sure it will cost me over $100.00 to install those.   But Mr. Beams is easy to install. Even my husband can do this. It takes 4 D batteries for each light. The plastic is strong. In a little plastic bag are the screws with plastic things to insert the screws into..  The back plastic plate slips off , then there is 4 large plastic type screws. Unscrew, put in your batteries, “flat side down on the springs, very easy” put your screws back in..A 5 yr old can do this.  But my husband then had to get up on a ladder, mark off where you want this to go, drill little holes to screw in the back plate. Now that the plate is screwed to the house , or where you want it, slip on Mr. Beams lights, move the side lights at to what angle you want the light to shine on, get off the ladder, You are Done, and No Electrician. No more $$$$$$.  These lights are allot brighter then we thought. Great for when the kids get out of there car to walk to the door, Brighter then the two lights I have on both sides of the garage doors. The light stays on for about 30 seconds, but if you are still in the Beam, it will stay on longer, which is a plus for us, when you are carry babies, its raining, its snowing (hopefully) or using the code to get into the garage  to come into the house.  Also if the power goes off, you will still have light, what a plus for us.Yay.  I live on a few acres in the mountains, Ca. Gets VERY dark here at night although we do have some outdoor lights. We had a power outage for 9 days here a few years ago, which is along time. We used a generator for the frig & freezer, bathrooms etc.(gas cost about 200.00 or more using the generator) but outside it was pitch dark.  I wish we would have known about Mr. Beams before, it would have made our life allot easier, needless to say.  Btw, buy good batteries they last longer, and to replace them in this is very easy. We keep a supply of different batteries. We will be buying more battery run outdoor lights from Mr. Beams.  It said these are also water proof.  This is a 5 star. If these do not last long,or not water proof, I will be back to up date this review.",1,5.0
Can't use with my PC to tv,0,1.0
Installed and worked once - then my pc did not recognize it any more. Re-installed win 10 again - same thing happened. Trashed it. New system Win 10 - Gigabyte carbon ac mb - Intel 8700k cpu - 16gb memory,0,2.0
"Didn't work.  Right out of the box it barely worked.  Got it hooked up to the WiFi but the speaker didn't work.  You couldn't hear anyone answer the door bell.  On the app side, you couldn't hear anyone at the door bell.  I have two outdoor cameras of Netvue and they work just fine.  Maybe this is defective?",0,1.0
"Bought this after reading reviews. For benefit of the doubt, maybe mine are defective. Terrible sound, no matter which rubber eartips I used and I sealed them tight. Even when I adjusted the equalizer on my MP3 to what I thought was &#34;acceptable&#34;, these gave me a headache after 5 minutes. Bought these to replace my Panasonic set which died after about a year but sounded great. I should've gotten another Panasonic set.",0,1.0
"I try real hard to be honest in every review. Some vendors take offense to honesty and products that are not a 5-star rating. But, we on Amazon, truly depend on each other and honesty for products that we want to purchase. We are all different but for me this is my honest assessment. The tablet case does secure the LG G f8 (8inch) tablet well. But, I have had a similar case in the past for my Kindle Fire and never had any issues. It is very strong and durable. My issue is with the keyboard and how it secures with the tablet case. The keyboard is a sturdy construction and not a silicone keypad. BUT, there is not tiny mouse pad within its design. That means to make my LG G tablet truly functional for writing documents, emails and the such I need to have an additional item - a wireless mouse; otherwise why need a keyboard. So, I had to order a mini mouse as well which doesn't exactly fit anyplace but in my pocket or carry bag. The other issue is the way the tablet, case and keyboard are designed to be closed. The case elastic strap is actually the same as the one on my kindle Fire and slips around the secured tablet and does it well. However, add a keyboard, which was NOT a design to this tablet holder and you have to decide if you want the keyboard face against your tablet, tight, as that elastic strap secures them both. that means the keyboard is actually not secure by the case but ONLY by the outer elastic strap. Or, you flip the keyboard so that the back of that keypad rests against your tablet screen and it is still only secured by the outer elastic strap. Both methods require that you ensure you keep this tablet case upright so that the keyboard does not slip out of this elastic band as time and use deteriorate the elastic and its tension. So, in essence, this is a case that has been around and works well for Kindle Fire and probably this tablet. but, this case was NOT designed to include a keyboard. this was a vendor added item with an existing product. When you pay $200 for a tablet you want to ensure you do not scratch the screen or damage the tablet. And if you like the use of a keyboard, note that a mouse will also be required and that it may be best to look for alternative cases to accommodate your needs in one neat package Update: July 2016: well after very limited use the key board is no loner functioning. It's not the charge it is a dead key board. I am a senior and disabled Vietnam veteran appreciate each dollar of my disability pay and do not have that luxury of repeat purchases. So, even though I am only one customer I would consider other products that have a higher reliability and that are not tied to a protective case purchase.",0,1.0
Not a sturdy product.,0,1.0
The connection socket does not have a good contact although the cable looks solid. I thought Belkin makes good stuff.,0,1.0
"Returned it. Would not stay connected to either of my laptops.  Once I moved it more than 5/6 inches away, it would disconnect every time.  PROS: Nice quality - sturdy hinges and nice metal casing Lays flat Nice size Good 'key feel' when typing Mouse pad worked well Nice and compact when folded - would be easy to travel with  CONS: Would not stay connected if moved more than 5&#34; away (Asus Zenbook and HP Envy)",0,2.0
Thanks it was just what I needed,1,5.0
"This is a piece of junk. Don’t buy it. Perhaps I just got a lemon. From day 1, it never worked well. The source comes in all glitchy and flickers. Sometimes source is not detected. I had to wiggle the cables around in just the right way for it to sometimes work. It feels very cheaply made. If seller provides me one that actually works and free of charge, then I will fix my 1-star rating.",0,1.0
Great product,1,5.0
"I ordered this for my son's scientific calculator. Unfortunately, his calculator doesn't fit in it. He has the TI- Inspire. It &quot;fits&quot; into the case pretty well except for the top. The top of his calculator flares out a bit and it just won't fit into the case. With that being said, I still think that this is a great case. I have one kid going to college this year and the other in high school, so we will need to purchase a new calculator, so I am confidant that we'll get some use out of it. My son has never had a case for his calculator, so I love that there are protective cases for those high priced items. This has a hard exterior. There's a zipper compartment inside. The calculator is secured in place with some elastic and velcro. The zipper glides well, too. Overall, I think this is a much needed item. Just make sure that your model of calculator fits in it.  *I purchased this at a discounted price in exchange for my honest &amp; unbiased review. My thoughts &amp; opinions are my own.",1,5.0
Warranty on Samsung tv.  Covers the tv for 3 years for up to $175.00.  Good value.,1,4.0
Extremely difficult to cut to fit corners. Too thick too lay flat and does not bend easily.,0,2.0
I love this device. Plenty of outlets and USB charging ports.,1,5.0
"I'm not a fan of sketchy apps from companies no one has ever heard of. I installed this on a burner phone first and got a warning with it. No thank you.  Additionally, the antenna snapped off before we could even install the thing. I'm not inclined to hardwire this when it's so poorly made on the exterior - who knows how bad the internal wiring actually is.",0,1.0
"No charger! Seriously, I checked on this prior to purchasing and was assured it came with a charger. The only things in the box were the computer with 10% battery, and a piece of paper asking for a 5 star review. That’s all I can say at this point. Not happy  Update- I contacted customer service. I was told that even though a charger should have been in the box, there was nothing they could do. They said I should just return it, but it was a Christmas gift for our daughter and that wasn’t an option. Even though there were numerous chargers available to purchase (which is what they suggested I do) I was told they couldn’t simply send me one, I’d have to purchase it and they would not expedite shipping.  Eventually, I was given a $30 credit to my account.  The computer itself is great and I would definitely recommend it, but this whole experience left a sour taste in my mouth. I would not recommend buying refurbished. The hassle is not worth saving a few bucks!",0,1.0
"My daughter is working at a camp this summer. She likes handing out stickers to the kids. This kind of sticker is usually a hit with the campers. The quality is decent and comparable to others we have gotten. There were about a dozen that I pulled from the pack that were either a little too religious, political, or not applicable such as ""not today Satan"", a Christmas tree with ""Joy to the World"", ""do more of what makes you holy"", etc. For the most part, the selection of stickers is very good. I would say that the majority of them are about positivity or save the planet.",1,4.0
This may look ugly on a table but It really does the job. It holes the outlet nice and sturdy And when you're pulling On the outlet it doesn't get loose in the holder. I put a little folded paper towel on top of the table Under this so I wouldn't scratch my table And it's still grips well.,1,4.0
Work great,1,5.0
"Was excited when I saw this product on Shark Tank. Ordered one. It doesn't fit over my cover. It's a lot smaller than I'd imagined.  If they had used a clip, I could have been able to attach it with the cover still on.  I'll be returning it and trying to fashion my own. It's also not worth anything close to $10. It's a cheap piece of plastic with a magnet in it, which apparently is in backwards.",0,1.0
Love it. Put batteries in and it works instantly..  No code needed..,1,5.0
"I actually purchased this for our emergency kit.  We live in a tsunami path.  I haven't actually used it yet - hoping I never have to, but I thought it was a good fit for the emergency kit - especially since it includes a usb port for charging a cell phone.  As I said, I am hopeful it will never be used, but is an essential part of any emergency kit I believe.",1,5.0
"The product worked fine, but the process for connecting my beats every time I wanted to use them was too much a hassle and the range I could move was awful, maybe two feet from my PlayStation and was already breaking up",0,1.0
"fantastic  listening  on  F.M.  or  A.M.  /  fast  shipping  if  you  want  a  radio,  this  is  the  one",1,5.0
still works great - recommended,1,5.0
tried two other routers: they worked for a while but begain to loose their continuity: I read upom the TP-LINK Router and liked the specs and the price wasn't bad either: connected the first time and have not expirienced any problems even when we lost power... router came back up with noooo problems,1,5.0
My 2 year okd is addicted to it but he is learning so much from it,1,5.0
"Absolutely squirrely.  I am never sure if the control wheel will work and if it does, how many lines it will scroll, how many it won't scroll, whether double-tapping will work or whether double-tapping results in triple movement.  In a word, it's worthless.",0,1.0
"This works well for my iPhone 13 but you have to install the app, you can’t just use the native files iOS app. Regardless it works well enough with the app and transfer speeds are fast.",1,4.0
"The sound quality is amazing. I love the noise cancellation, and I also like that I can adjust it if I need to. I video chat several hours a day and I only have to charge the case every few days. These feel so much better and fit better in the ears than the first AirPods.",1,5.0
"My son really likes this, he loves to play games. Has worked well so far.",1,5.0
"I can't get alexa off this tablet. Tell me how or I will return it. It's living in a dresser drawer now, unused.",0,2.0
"We bought 2 of these one for our livingroom and the other for the bedroom. My issues with these are they will automatically just chirp on like you are asking it a question and your not even in the room.  My other issue is, its very limited on what it does with streaming from your lets say your phone to the cube itself. You have to eother install an app on the phone or an app on the cube itself. We went back to our 4k firesticks they work great and without the constant interuption of the box false activating questions.",0,2.0
I needed to adjust this to get it on my bike...I cannot get it back together. The directions arse pretty non existent. Sadly disappointing.,0,2.0
Bought this same time as my kindLe fire hd8 June 2017. It was for the kindle. Upon inserting in kindle with no force it broke in half. Half fell out other half stuck in SD slot in kindle. Cannot get out. Kindle SD slot storage unusable. Didn't have protection on kindle hd8. So left with kindle without additional storage.,0,1.0
i purposely bought a samsung card so it would work in my samsung tablet without issues  it popped right in  recognized no formatting  perfect  !!,1,5.0
"it is very cute,  and has been running for 4 hours straight now on low setting. It does run while charging, which is a great function.",1,5.0
My computer doesn't have an enternet port and this solves the problem,1,5.0
Good Product,1,5.0
Great variety of stickers. Stay on well. Smaller than expected but still cute. :),1,5.0
"My 20 year old son is a computer programming major and is a big time gamer. He has been in need of a new backpack for a few months now and was happy to see this. It's well padded and offers a lot of protection for his laptop. It has a lot more compartments and pockets than standard backpacks have. It seems well designed and definitely geared toward gamers. He was thrilled to learn that there was a rain cover. When he's walking on campus during rain, he will put his backpack under his raincoat which is always a bit awkward. It took me a while to find where this rain cover was stored. There's a zippered compartment on the base of the bag  that stores the cover. The straps are not super comfortable, but they're okay. Zippers work well. Overall, it's a good gaming backpack.",1,4.0
This charger was not a good buy. The charger will not stay connected to the iPhone and pulls out.,0,1.0
Strong and sturdy,1,5.0
"These do not work well they’re extremely cheaply made but I guess you get what you pay for, stay away spend a little extra",0,1.0
"I like having a few universal remotes that are paired with all of my components because somehow they always go missing and I hate spending an hour searching the couch cushions for the TV remote in order to unwind.  In terms of an inexpensive universal remote this is not bad.  It pairs easily with my Sony TV and stereo and will control most everything.  It looks nice and has back lit keys.  Without question the biggest drawback to this remote is the lack of a “Back” button.  Depending on how you receive your TV signal or use your TV this can be a fairly large issue. We use YouTube TV to stream our TV channels and having the back button is really important.  While I can work around it, kind of, it’s a pain and could easily be resolved by adding that one simple button that is universal on nearly every remote made in the last 10 years.  While this works as my backup to my backup, it certainly isn’t the remote I reach for due to it lacking this critical button.  With the back button it would be a 5 star product, without it is a 2.",0,2.0
Perfect,1,5.0
"looks nice, but blue tooth pauses in the middle of the songs, Screen doesn't shut off. Keeps displaying AM, CD, Bluetooth ect. over and over never stops. Customer service said thats what it does. I hated that it didnt shut all the way off.",0,1.0
Did not work right after I plugged it in. I will have to return it. Maybe I just got a lemon.,0,1.0
"I ordered this product in Peach/Black. I will just say that the product itself is nice and I like its fit around the phone. I like everything about the case except for one thing: the color! This is not the color I ordered. In the picture it looks orange. The trim is bright hot pink! I'm a guy and I can't walk around with this thing on my phone. Furthermore, the back is not clear like that. I can't see the Apple logo or anything else. This is false advertising. I will remove my one star rating if the seller can replace mine with the green/black one. If I'd of known about this color, I wouldn't have ordered it.",0,1.0
"With multiple devices, I have found there to be a shortage of outlets when traveling. So in the last year or so, I've started bringing my own power strip with me. And if I bring one with USB ports, then I don't have to bring chargers! What i usually do is take the one from my nightstand. Now, this one will be my travel one and I won't have to unplug everything else at my nightstand. It works as expected. I can't say for certainty that this is a fast charger, but it seems comparable to other charging times. The cable is long enough. Overall, I am pleased with it.",1,5.0
"After owning this camera for less than two years it crapped out because rain got in, even though the camera is supposedly waterproof. Zero help from the company who said I'm SOL. Garbage product, garbage company. Shop elsewhere.",0,1.0
Did the job,1,5.0
"Fits well, protects well and is an attractive cover for my 7"" Kindle. If there was any downside it's the smell. I hate that faux leather smell. I am thinking that over time, hopefully, it will lose the plastic/rubbery smell.",1,4.0
"These are terrible cables, my phone's battery went down when using these while charging.",0,1.0
Honest & True: like everyone else I check reviews and was on the up and down about this product. Please save your self time and money. Once I open it I enjoyed the look but the sound quality was horrible and the wires were short. This is not suitable for use as a surround sound system and is poor quality. The big guy said that’s what I get for rushing to buy and being cheap! I agree!,0,1.0
"The wood has a rustic look on this wooden docking station and I love it.  This is well thought out, with space for several items requiring charging and holes for charging cords at appropriate places,  Went together easily.  Allen wrench was not in package but don't think necessary.  Thought one wood piece was cut wrong but just needed an extra push.  Easy to put together and perfect size to save space and organize my bedside table.  Woodgrain pretty.  A real winner.  OOPS:  Needed allen wrench to get phone cords through past screws.  Will find my handy chain of them to fix this but presently using work arounds.",1,5.0
"I purchased a used but rated 9+ (out of 10) from BH Photography.  My go-to pro photo reviewers on Youtube rated it very highly, so I was excited to get it, and love the build, feel, and field of view.  But I immediately discovered that, even using peaking level on my Sony A6000, I couldn't get the thing to focus --even on flat surfaces or at a very high shutter speed to eliminate camera movement blurring.  I also found the focusing ring to be so stiff I had to reach over the camera to move the ring.  I returned it to BH the same day, very disappointed.  I trust BH, but may have somehow gotten a bad copy, or there might have been a jarring incident during shipping by FedEx.  Just sharing my experience ...fyi.",0,2.0
"This cable didn't work for me at all. I couldn't connect to my printer with it, my computer could only register the printer as being offline.",0,1.0
